N_unmapped	1511634	1511634	1511634
N_multimapping	1679693	1679693	1679693
N_noFeature	11665994	12094387	26339118
N_ambiguous	1031648	296046	111699
ENSMUSG00000102693	0	0	0
ENSMUSG00000064842	0	0	0
ENSMUSG00000051951	2400	2385	15
ENSMUSG00000102851	28	0	28
ENSMUSG00000103377	732	728	4
ENSMUSG00000104017	563	561	2
ENSMUSG00000103025	110	146	0
ENSMUSG00000089699	0	0	80
ENSMUSG00000103201	185	229	0
ENSMUSG00000103147	159	0	159
ENSMUSG00000103161	280	280	0
ENSMUSG00000102331	390	388	2
ENSMUSG00000102348	0	0	0
ENSMUSG00000102592	0	0	0
ENSMUSG00000088333	0	0	0
ENSMUSG00000102343	0	0	0
ENSMUSG00000025900	2	0	2
ENSMUSG00000102948	0	0	0
ENSMUSG00000104123	0	0	0
ENSMUSG00000025902	0	0	0
ENSMUSG00000104238	0	0	0
ENSMUSG00000102269	2	2	0
ENSMUSG00000096126	0	0	0
ENSMUSG00000103003	0	0	0
ENSMUSG00000104328	0	0	0
ENSMUSG00000102735	0	0	0
ENSMUSG00000098104	35	35	0
ENSMUSG00000102175	0	0	0
ENSMUSG00000088000	0	0	0
ENSMUSG00000103265	1	1	0
ENSMUSG00000103922	29	18	11
ENSMUSG00000033845	298	298	0
ENSMUSG00000102275	7	7	0
ENSMUSG00000025903	52	46	6
ENSMUSG00000104217	0	0	0
ENSMUSG00000033813	572	567	5
ENSMUSG00000062588	12	1	11
ENSMUSG00000103280	142	39	103
ENSMUSG00000002459	685	624	61
ENSMUSG00000091305	5	5	0
ENSMUSG00000102653	29	28	1
ENSMUSG00000085623	157	9	148
ENSMUSG00000091665	0	0	0
ENSMUSG00000033793	879	873	6
ENSMUSG00000104352	0	0	0
ENSMUSG00000104046	0	0	0
ENSMUSG00000102907	0	0	0
ENSMUSG00000025905	2	2	0
ENSMUSG00000103936	0	0	0
ENSMUSG00000093015	0	0	0
ENSMUSG00000103519	0	0	0
ENSMUSG00000033774	0	0	0
ENSMUSG00000103090	0	0	0
ENSMUSG00000025907	1661	1693	10
ENSMUSG00000090031	876	874	44
ENSMUSG00000087247	0	0	0
ENSMUSG00000103355	0	0	0
ENSMUSG00000102706	0	0	0
ENSMUSG00000103845	1	1	0
ENSMUSG00000033740	58	58	0
ENSMUSG00000103329	0	0	0
ENSMUSG00000104385	0	0	0
ENSMUSG00000102135	0	0	0
ENSMUSG00000103282	0	0	0
ENSMUSG00000102534	0	0	0
ENSMUSG00000102213	0	0	0
ENSMUSG00000103629	0	0	0
ENSMUSG00000051285	644	642	2
ENSMUSG00000098201	7	0	7
ENSMUSG00000103509	44	44	0
ENSMUSG00000048538	3	3	0
ENSMUSG00000103709	1	0	1
ENSMUSG00000077244	0	0	0
ENSMUSG00000102768	0	0	0
ENSMUSG00000097797	9	8	1
ENSMUSG00000103498	0	0	0
ENSMUSG00000103067	0	0	0
ENSMUSG00000102320	0	0	0
ENSMUSG00000104226	0	0	0
ENSMUSG00000103903	0	0	0
ENSMUSG00000103557	1	1	0
ENSMUSG00000025909	8	8	0
ENSMUSG00000102647	1	1	0
ENSMUSG00000086235	1	0	1
ENSMUSG00000102253	0	0	0
ENSMUSG00000093970	0	0	0
ENSMUSG00000103884	0	0	0
