N_unmapped	912381	912381	912381
N_multimapping	2319847	2319847	2319847
N_noFeature	6694901	7039156	26475592
N_ambiguous	1729635	543660	347705
ENSMUSG00000102693	0	0	0
ENSMUSG00000064842	0	0	0
ENSMUSG00000051951	3331	3297	34
ENSMUSG00000102851	5	0	5
ENSMUSG00000103377	231	231	0
ENSMUSG00000104017	151	151	0
ENSMUSG00000103025	35	46	0
ENSMUSG00000089699	0	0	25
ENSMUSG00000103201	47	61	0
ENSMUSG00000103147	43	1	42
ENSMUSG00000103161	78	78	0
ENSMUSG00000102331	106	104	2
ENSMUSG00000102348	0	0	0
ENSMUSG00000102592	0	0	0
ENSMUSG00000088333	0	0	0
ENSMUSG00000102343	0	0	0
ENSMUSG00000025900	0	0	0
ENSMUSG00000102948	0	0	0
ENSMUSG00000104123	0	0	0
ENSMUSG00000025902	2	2	0
ENSMUSG00000104238	0	0	0
ENSMUSG00000102269	0	0	0
ENSMUSG00000096126	0	0	0
ENSMUSG00000103003	0	0	0
ENSMUSG00000104328	0	0	0
ENSMUSG00000102735	0	0	0
ENSMUSG00000098104	46	46	0
ENSMUSG00000102175	0	0	0
ENSMUSG00000088000	0	0	0
ENSMUSG00000103265	0	0	0
ENSMUSG00000103922	28	15	13
ENSMUSG00000033845	412	408	4
ENSMUSG00000102275	11	11	0
ENSMUSG00000025903	33	22	11
ENSMUSG00000104217	0	0	0
ENSMUSG00000033813	660	655	5
ENSMUSG00000062588	8	6	2
ENSMUSG00000103280	49	14	35
ENSMUSG00000002459	791	775	16
ENSMUSG00000091305	3	2	1
ENSMUSG00000102653	2	2	0
ENSMUSG00000085623	45	7	38
ENSMUSG00000091665	0	0	0
ENSMUSG00000033793	1045	1031	14
ENSMUSG00000104352	0	0	0
ENSMUSG00000104046	0	0	0
ENSMUSG00000102907	0	0	0
ENSMUSG00000025905	20	20	0
ENSMUSG00000103936	0	0	0
ENSMUSG00000093015	0	0	0
ENSMUSG00000103519	0	0	0
ENSMUSG00000033774	1	1	0
ENSMUSG00000103090	0	0	0
ENSMUSG00000025907	1978	2021	10
ENSMUSG00000090031	636	636	53
ENSMUSG00000087247	0	0	0
ENSMUSG00000103355	1	1	0
ENSMUSG00000102706	0	0	0
ENSMUSG00000103845	2	2	0
ENSMUSG00000033740	42	42	0
ENSMUSG00000103329	0	0	0
ENSMUSG00000104385	0	0	0
ENSMUSG00000102135	0	0	0
ENSMUSG00000103282	0	0	0
ENSMUSG00000102534	0	0	0
ENSMUSG00000102213	0	0	0
ENSMUSG00000103629	0	0	0
ENSMUSG00000051285	966	963	3
ENSMUSG00000098201	0	0	0
ENSMUSG00000103509	28	28	0
ENSMUSG00000048538	0	0	0
ENSMUSG00000103709	0	0	0
ENSMUSG00000077244	0	0	0
ENSMUSG00000102768	0	0	0
ENSMUSG00000097797	6	5	1
ENSMUSG00000103498	0	0	0
ENSMUSG00000103067	0	0	0
ENSMUSG00000102320	0	0	0
ENSMUSG00000104226	0	0	0
ENSMUSG00000103903	0	0	0
ENSMUSG00000103557	0	0	0
ENSMUSG00000025909	31	29	2
ENSMUSG00000102647	0	0	0
ENSMUSG00000086235	7	7	0
ENSMUSG00000102253	0	0	0
ENSMUSG00000093970	0	0	0
ENSMUSG00000103884	0	0	0
ENSMUSG00000084353	0	0	0
ENSMUSG00000103933	0	0	0
ENSMUSG00000076135	1	1	0
ENSMUSG00000086195	0	0	0
ENSMUSG00000104504	0	0	0
ENSMUSG00000066693	0	0	0
ENSMUSG00000102316	0	0	0
ENSMUSG00000103819	0	0	0
ENSMUSG00000102871	0	0	0
ENSMUSG00000101571	0	0	0
ENSMUSG00000104428	0	0	0
ENSMUSG00000102272	0	0	0
ENSMUSG00000065625	0	0	0
ENSMUSG00000103411	0	0	0
ENSMUSG00000061024	336	335	1
ENSMUSG00000025911	32	37	0
ENSMUSG00000079671	4	4	5
ENSMUSG00000081441	0	0	0
ENSMUSG00000067879	0	0	0
ENSMUSG00000099827	0	0	0
ENSMUSG00000025912	90	90	0
ENSMUSG00000045210	1135	1267	2
ENSMUSG00000097893	1	1	134
ENSMUSG00000025915	127	127	0
ENSMUSG00000046334	7	7	0
ENSMUSG00000088916	0	0	0
ENSMUSG00000046101	7	6	6
ENSMUSG00000098234	36	41	0
ENSMUSG00000093178	0	0	0
ENSMUSG00000099032	21	21	0
ENSMUSG00000104025	7	3	45
ENSMUSG00000025916	322	360	3
ENSMUSG00000087199	3	0	3
ENSMUSG00000095780	1	0	1
ENSMUSG00000025917	1143	1150	5
ENSMUSG00000056763	2406	2375	44
ENSMUSG00000102356	14	1	14
ENSMUSG00000067851	4263	4246	17
ENSMUSG00000088153	5	0	5
ENSMUSG00000102556	12	12	0
ENSMUSG00000042501	0	0	0
ENSMUSG00000103810	0	0	0
ENSMUSG00000083422	0	0	0
ENSMUSG00000094979	0	0	0
ENSMUSG00000081417	0	0	0
ENSMUSG00000103448	0	0	0
ENSMUSG00000100212	0	0	0
ENSMUSG00000100648	0	0	0
ENSMUSG00000088585	0	0	0
ENSMUSG00000048960	10	10	0
ENSMUSG00000077318	0	0	0
ENSMUSG00000101827	0	0	0
ENSMUSG00000103494	0	0	0
ENSMUSG00000057715	2150	2143	7
ENSMUSG00000103825	19	19	0
ENSMUSG00000099845	6	0	6
ENSMUSG00000103561	22	22	0
ENSMUSG00000101610	0	0	0
ENSMUSG00000093864	0	0	0
ENSMUSG00000098555	0	0	0
ENSMUSG00000097628	18	16	2
ENSMUSG00000098163	0	0	0
ENSMUSG00000097171	0	0	0
ENSMUSG00000101314	0	0	0
ENSMUSG00000016918	106	102	4
ENSMUSG00000025938	467	446	21
ENSMUSG00000104518	0	0	0
ENSMUSG00000069620	0	0	0
ENSMUSG00000099498	0	0	0
ENSMUSG00000042414	4	4	0
ENSMUSG00000005886	4643	4631	12
ENSMUSG00000103506	40	40	0
ENSMUSG00000103495	8	8	0
ENSMUSG00000099183	6	0	6
ENSMUSG00000102639	3	3	0
ENSMUSG00000104170	19	19	0
ENSMUSG00000087782	1	1	0
ENSMUSG00000103085	41	39	2
ENSMUSG00000102664	24	24	0
ENSMUSG00000101476	1	1	0
ENSMUSG00000101171	0	0	0
ENSMUSG00000025935	1837	1833	4
ENSMUSG00000025937	895	894	1
ENSMUSG00000102982	9	9	0
ENSMUSG00000067813	2	2	0
ENSMUSG00000077368	0	0	0
ENSMUSG00000097711	14	14	0
ENSMUSG00000102166	0	0	0
ENSMUSG00000089358	0	0	0
ENSMUSG00000104209	0	0	0
ENSMUSG00000025932	620	616	4
ENSMUSG00000095853	1	0	1
ENSMUSG00000102588	1	1	0
ENSMUSG00000054493	1	3	0
