N_unmapped	4034720	4034720	4034720
N_multimapping	4454849	4454849	4454849
N_noFeature	30571893	32100844	56698272
N_ambiguous	1918219	558150	156082
ENSMUSG00000102693	1	1	0
ENSMUSG00000064842	0	0	0
ENSMUSG00000051951	5155	5103	52
ENSMUSG00000102851	43	0	43
ENSMUSG00000103377	1120	1105	15
ENSMUSG00000104017	961	953	8
ENSMUSG00000103025	271	314	14
ENSMUSG00000089699	0	4	148
ENSMUSG00000103201	309	394	10
ENSMUSG00000103147	358	2	356
ENSMUSG00000103161	709	702	7
ENSMUSG00000102331	901	888	13
ENSMUSG00000102348	2	2	0
ENSMUSG00000102592	2	0	2
ENSMUSG00000088333	0	0	0
ENSMUSG00000102343	5	5	0
ENSMUSG00000025900	51	28	23
ENSMUSG00000102948	1	1	0
ENSMUSG00000104123	0	0	0
ENSMUSG00000025902	10	9	1
ENSMUSG00000104238	13	4	9
ENSMUSG00000102269	11	5	6
ENSMUSG00000096126	0	0	0
ENSMUSG00000103003	8	8	0
ENSMUSG00000104328	5	0	5
ENSMUSG00000102735	0	0	0
ENSMUSG00000098104	3	3	0
ENSMUSG00000102175	4	4	0
ENSMUSG00000088000	4	1	3
ENSMUSG00000103265	16	16	0
ENSMUSG00000103922	31	15	16
ENSMUSG00000033845	698	678	20
ENSMUSG00000102275	6	6	0
ENSMUSG00000025903	148	138	10
ENSMUSG00000104217	0	0	0
ENSMUSG00000033813	1277	1263	14
ENSMUSG00000062588	7	2	5
ENSMUSG00000103280	138	54	84
ENSMUSG00000002459	763	666	104
ENSMUSG00000091305	23	23	0
ENSMUSG00000102653	40	35	5
ENSMUSG00000085623	190	11	179
ENSMUSG00000091665	6	11	0
ENSMUSG00000033793	1655	1632	25
ENSMUSG00000104352	3	3	0
ENSMUSG00000104046	0	0	0
ENSMUSG00000102907	11	11	0
ENSMUSG00000025905	31	14	17
ENSMUSG00000103936	0	0	0
ENSMUSG00000093015	6	6	0
ENSMUSG00000103519	14	5	9
ENSMUSG00000033774	8	6	2
ENSMUSG00000103090	4	0	4
ENSMUSG00000025907	4029	4085	111
ENSMUSG00000090031	1066	1070	163
ENSMUSG00000087247	5	0	5
ENSMUSG00000103355	0	0	0
ENSMUSG00000102706	0	0	0
ENSMUSG00000103845	4	4	0
ENSMUSG00000033740	176	148	28
ENSMUSG00000103329	0	0	0
ENSMUSG00000104385	11	8	3
ENSMUSG00000102135	0	0	0
ENSMUSG00000103282	0	0	0
ENSMUSG00000102534	0	0	0
ENSMUSG00000102213	0	0	0
ENSMUSG00000103629	0	0	0
ENSMUSG00000051285	1824	1817	7
ENSMUSG00000098201	23	0	23
ENSMUSG00000103509	87	83	4
ENSMUSG00000048538	9	6	3
ENSMUSG00000103709	0	0	0
ENSMUSG00000077244	0	0	0
ENSMUSG00000102768	0	0	0
ENSMUSG00000097797	22	17	5
ENSMUSG00000103498	1	0	1
ENSMUSG00000103067	5	3	2
ENSMUSG00000102320	0	0	0
ENSMUSG00000104226	1	1	0
ENSMUSG00000103903	7	7	0
ENSMUSG00000103557	3	3	0
ENSMUSG00000025909	61	35	26
ENSMUSG00000102647	7	7	0
ENSMUSG00000086235	14	10	4
ENSMUSG00000102253	15	12	3
ENSMUSG00000093970	0	0	0
ENSMUSG00000103884	11	11	0
ENSMUSG00000084353	1	1	0
ENSMUSG00000103933	0	0	0
ENSMUSG00000076135	0	0	0
ENSMUSG00000086195	0	0	0
ENSMUSG00000104504	0	0	0
ENSMUSG00000066693	2	2	0
ENSMUSG00000102316	13	0	13
ENSMUSG00000103819	6	6	0
ENSMUSG00000102871	5	0	5
ENSMUSG00000101571	3	3	0
ENSMUSG00000104428	1	1	0
ENSMUSG00000102272	8	5	3
ENSMUSG00000065625	2	0	2
ENSMUSG00000103411	1	0	1
ENSMUSG00000061024	839	829	10
ENSMUSG00000025911	63	58	10
ENSMUSG00000079671	21	11	15
ENSMUSG00000081441	1	1	0
ENSMUSG00000067879	14	12	2
ENSMUSG00000099827	0	0	0
ENSMUSG00000025912	314	304	10
ENSMUSG00000045210	1478	1712	30
ENSMUSG00000097893	3	4	263
ENSMUSG00000025915	269	243	26
ENSMUSG00000046334	7	4	3
ENSMUSG00000088916	0	0	0
ENSMUSG00000046101	57	29	41
ENSMUSG00000098234	98	111	0
ENSMUSG00000093178	4	4	0
ENSMUSG00000099032	105	114	12
ENSMUSG00000104025	0	3	93
ENSMUSG00000025916	470	539	6
ENSMUSG00000087199	80	1	79
ENSMUSG00000095780	0	0	0
ENSMUSG00000025917	1187	1178	22
ENSMUSG00000056763	10723	10523	214
ENSMUSG00000102356	58	4	55
ENSMUSG00000067851	6710	6605	105
ENSMUSG00000088153	12	0	12
ENSMUSG00000102556	81	80	1
ENSMUSG00000042501	31	15	16
ENSMUSG00000103810	7	2	5
ENSMUSG00000083422	1	1	0
ENSMUSG00000094979	0	0	0
ENSMUSG00000081417	5	4	1
ENSMUSG00000103448	3	3	0
ENSMUSG00000100212	0	0	0
ENSMUSG00000100648	0	0	0
ENSMUSG00000088585	2	0	2
ENSMUSG00000048960	39	13	26
ENSMUSG00000077318	0	0	0
ENSMUSG00000101827	0	0	0
ENSMUSG00000103494	0	0	0
ENSMUSG00000057715	3764	3729	35
ENSMUSG00000103825	172	160	12
ENSMUSG00000099845	43	0	43
ENSMUSG00000103561	207	202	5
ENSMUSG00000101610	0	0	0
ENSMUSG00000093864	0	0	0
ENSMUSG00000098555	0	0	0
ENSMUSG00000097628	11	11	0
ENSMUSG00000098163	0	0	0
ENSMUSG00000097171	2	2	0
ENSMUSG00000101314	1	0	1
ENSMUSG00000016918	108	58	50
ENSMUSG00000025938	651	593	58
ENSMUSG00000104518	3	3	0
ENSMUSG00000069620	0	0	0
ENSMUSG00000099498	0	0	0
ENSMUSG00000042414	6	5	1
ENSMUSG00000005886	4997	4972	25
ENSMUSG00000103506	70	63	7
ENSMUSG00000103495	106	106	0
ENSMUSG00000099183	32	0	32
ENSMUSG00000102639	24	22	2
ENSMUSG00000104170	102	102	0
ENSMUSG00000087782	31	31	0
ENSMUSG00000103085	331	314	17
ENSMUSG00000102664	122	117	5
ENSMUSG00000101476	1	1	0
ENSMUSG00000101171	0	0	0
ENSMUSG00000025935	1594	1576	18
ENSMUSG00000025937	1260	1246	14
ENSMUSG00000102982	40	40	0
ENSMUSG00000067813	15	2	13
ENSMUSG00000077368	0	0	0
ENSMUSG00000097711	10	10	0
ENSMUSG00000102166	7	5	2
ENSMUSG00000089358	0	0	0
ENSMUSG00000104209	10	6	4
ENSMUSG00000025932	564	540	24
ENSMUSG00000095853	4	1	3
ENSMUSG00000102588	1	1	0
ENSMUSG00000054493	3	1	3
ENSMUSG00000025930	5	1	5
ENSMUSG00000103492	20	12	8
ENSMUSG00000081201	0	0	0
ENSMUSG00000082193	52	49	3
ENSMUSG00000032769	47	40	7
ENSMUSG00000088159	0	0	0
ENSMUSG00000073737	1	1	0
ENSMUSG00000092083	628	602	26
ENSMUSG00000102937	53	53	0
ENSMUSG00000104149	23	22	1
ENSMUSG00000088829	2	0	2
